dataset,city,year,deals
odata_all_cities,מעלות-תרשיחא,2019,93
odata_all_cities,מעלות-תרשיחא,2020,140
odata_all_cities,מעלות-תרשיחא,2021,179
odata_all_cities,מעלות-תרשיחא,2022,197
odata_all_cities,מעלות-תרשיחא,2023,160
odata_all_cities,מעלות-תרשיחא,2024,69
odata_all_cities,מצליח,2002,1
odata_all_cities,מצליח,2005,2
odata_all_cities,מצליח,2006,1
odata_all_cities,מצליח,2008,1
odata_all_cities,מצליח,2009,1
odata_all_cities,מצליח,2010,1
odata_all_cities,מצליח,2013,1
odata_all_cities,מצליח,2015,2
odata_all_cities,מצליח,2019,1
odata_all_cities,מצליח,2021,1
odata_all_cities,מצפה יריחו,2016,1
odata_all_cities,מצפה יריחו,2017,2
odata_all_cities,מצפה יריחו,2018,3
odata_all_cities,מצפה יריחו,2019,2
odata_all_cities,מצפה יריחו,2020,1
odata_all_cities,מצפה יריחו,2021,3
odata_all_cities,מצפה יריחו,2024,1
odata_all_cities,מצפה רמון,1998,8
odata_all_cities,מצפה רמון,1999,11
odata_all_cities,מצפה רמון,2000,9
odata_all_cities,מצפה רמון,2001,7
odata_all_cities,מצפה רמון,2002,6
odata_all_cities,מצפה רמון,2003,11
odata_all_cities,מצפה רמון,2004,14
odata_all_cities,מצפה רמון,2005,6
odata_all_cities,מצפה רמון,2006,5
odata_all_cities,מצפה רמון,2007,8
odata_all_cities,מצפה רמון,2008,13
odata_all_cities,מצפה רמון,2009,16
odata_all_cities,מצפה רמון,2010,33
odata_all_cities,מצפה רמון,2011,25
odata_all_cities,מצפה רמון,2012,28
odata_all_cities,מצפה רמון,2013,30
odata_all_cities,מצפה רמון,2014,36
odata_all_cities,מצפה רמון,2015,28
odata_all_cities,מצפה רמון,2016,36
odata_all_cities,מצפה רמון,2017,48
odata_all_cities,מצפה רמון,2018,44
odata_all_cities,מצפה רמון,2019,50
odata_all_cities,מצפה רמון,2020,29
odata_all_cities,מצפה רמון,2021,74
odata_all_cities,מצפה רמון,2022,68
odata_all_cities,מצפה רמון,2023,36
odata_all_cities,מצפה רמון,2024,39
odata_all_cities,מרכז שפירא,1998,1
odata_all_cities,מרכז שפירא,1999,3
odata_all_cities,מרכז שפירא,2002,1
odata_all_cities,מרכז שפירא,2007,2
odata_all_cities,מרכז שפירא,2008,2
odata_all_cities,מרכז שפירא,2010,3
odata_all_cities,מרכז שפירא,2011,4
odata_all_cities,מרכז שפירא,2012,7
odata_all_cities,מרכז שפירא,2013,2
odata_all_cities,מרכז שפירא,2014,6
odata_all_cities,מרכז שפירא,2015,4
odata_all_cities,מרכז שפירא,2016,4
odata_all_cities,מרכז שפירא,2017,5
odata_all_cities,מרכז שפירא,2018,4
odata_all_cities,מרכז שפירא,2019,9
odata_all_cities,מרכז שפירא,2020,9
odata_all_cities,מרכז שפירא,2021,11
odata_all_cities,מרכז שפירא,2022,3
odata_all_cities,מרכז שפירא,2023,2
odata_all_cities,מרכז שפירא,2024,1
odata_all_cities,משהד,1998,2
odata_all_cities,משהד,1999,21
odata_all_cities,משהד,2000,23
odata_all_cities,משהד,2001,25
odata_all_cities,משהד,2002,13
odata_all_cities,משהד,2003,9
odata_all_cities,משהד,2004,10
odata_all_cities,משהד,2005,7
odata_all_cities,משהד,2006,4
odata_all_cities,משהד,2007,3
odata_all_cities,משהד,2008,4
odata_all_cities,משהד,2009,13
odata_all_cities,משהד,2010,5
odata_all_cities,משהד,2011,3
odata_all_cities,משהד,2012,4
odata_all_cities,משהד,2013,1
odata_all_cities,משהד,2014,2
odata_all_cities,משהד,2015,2
odata_all_cities,משהד,2016,2
odata_all_cities,משהד,2017,4
odata_all_cities,משהד,2018,8
odata_all_cities,משהד,2019,2
odata_all_cities,משהד,2020,3
odata_all_cities,משהד,2021,6
odata_all_cities,משהד,2022,2
odata_all_cities,משהד,2023,1
odata_all_cities,משהד,2024,1
odata_all_cities,משמר השבעה,2006,1
odata_all_cities,משמר השבעה,2007,1
odata_all_cities,משמר השבעה,2010,1
odata_all_cities,משמר השבעה,2013,2
odata_all_cities,משמר השבעה,2014,2
odata_all_cities,משמר השבעה,2015,1
odata_all_cities,משמר השבעה,2016,2
odata_all_cities,משמר השבעה,2017,1
odata_all_cities,משמר השבעה,2018,2
odata_all_cities,משמר השבעה,2020,1
odata_all_cities,משמר השבעה,2021,3
odata_all_cities,משמר השבעה,2022,1
odata_all_cities,משמר השבעה,2023,2
odata_all_cities,משמר השבעה,2024,3
odata_all_cities,מתן,1998,1
odata_all_cities,מתן,2004,15
odata_all_cities,מתן,2005,10
odata_all_cities,מתן,2006,7
odata_all_cities,מתן,2007,4
odata_all_cities,מתן,2008,6
odata_all_cities,מתן,2009,12
odata_all_cities,מתן,2010,14
odata_all_cities,מתן,2011,5
odata_all_cities,מתן,2012,9
odata_all_cities,מתן,2013,9
odata_all_cities,מתן,2014,7
odata_all_cities,מתן,2015,12
odata_all_cities,מתן,2016,7
odata_all_cities,מתן,2017,14
odata_all_cities,מתן,2018,15
odata_all_cities,מתן,2019,14
odata_all_cities,מתן,2020,11
odata_all_cities,מתן,2021,17
odata_all_cities,מתן,2022,17
odata_all_cities,מתן,2023,8
odata_all_cities,מתן,2024,6
odata_all_cities,מתתיהו,2017,1
odata_all_cities,מתתיהו,2018,1
odata_all_cities,מתתיהו,2019,2
odata_all_cities,נהורה,1998,1
odata_all_cities,נהורה,1999,3
odata_all_cities,נהורה,2000,3
odata_all_cities,נהורה,2001,5
odata_all_cities,נהורה,2002,1
odata_all_cities,נהורה,2003,4
odata_all_cities,נהורה,2004,2
odata_all_cities,נהורה,2005,2
odata_all_cities,נהורה,2006,3
odata_all_cities,נהורה,2007,6
odata_all_cities,נהורה,2008,4
odata_all_cities,נהורה,2009,2
odata_all_cities,נהורה,2010,7
odata_all_cities,נהורה,2011,7
odata_all_cities,נהורה,2012,4
odata_all_cities,נהורה,2013,9
odata_all_cities,נהורה,2014,3
odata_all_cities,נהורה,2015,12
odata_all_cities,נהורה,2016,1
odata_all_cities,נהורה,2017,3
odata_all_cities,נהורה,2018,2
odata_all_cities,נהורה,2020,4
odata_all_cities,נהורה,2021,2
odata_all_cities,נהורה,2022,3
odata_all_cities,נהורה,2023,2
odata_all_cities,נהרייה,1998,139
odata_all_cities,נהרייה,1999,211
odata_all_cities,נהרייה,2000,270
odata_all_cities,נהרייה,2001,312
odata_all_cities,נהרייה,2002,285
odata_all_cities,נהרייה,2003,246
odata_all_cities,נהרייה,2004,211
odata_all_cities,נהרייה,2005,205
odata_all_cities,נהרייה,2006,168
odata_all_cities,נהרייה,2007,302
odata_all_cities,נהרייה,2008,386
odata_all_cities,נהרייה,2009,417
odata_all_cities,נהרייה,2010,481
odata_all_cities,נהרייה,2011,457
odata_all_cities,נהרייה,2012,521
odata_all_cities,נהרייה,2013,596
odata_all_cities,נהרייה,2014,552
odata_all_cities,נהרייה,2015,579
odata_all_cities,נהרייה,2016,717
odata_all_cities,נהרייה,2017,570
odata_all_cities,נהרייה,2018,678
odata_all_cities,נהרייה,2019,747
odata_all_cities,נהרייה,2020,660
odata_all_cities,נהרייה,2021,1040
odata_all_cities,נהרייה,2022,871
odata_all_cities,נהרייה,2023,605
odata_all_cities,נהרייה,2024,369
odata_all_cities,נווה אילן,2020,3
odata_all_cities,נווה אילן,2022,1
odata_all_cities,נווה אילן,2023,1
odata_all_cities,נווה אילן,2024,3
odata_all_cities,נווה דניאל,2014,1
odata_all_cities,נווה דניאל,2015,1
odata_all_cities,נווה דניאל,2016,1
odata_all_cities,נווה דניאל,2017,3
odata_all_cities,נווה דניאל,2018,2
odata_all_cities,נווה דניאל,2019,2
odata_all_cities,נווה דניאל,2020,2
odata_all_cities,נווה דניאל,2022,1
odata_all_cities,נווה דניאל,2023,2
odata_all_cities,נווה זיו,2006,1
odata_all_cities,נווה זיו,2009,2
odata_all_cities,נווה זיו,2010,2
odata_all_cities,נווה זיו,2011,2
odata_all_cities,נווה זיו,2012,1
odata_all_cities,נווה זיו,2013,2
odata_all_cities,נווה זיו,2015,2
odata_all_cities,נווה זיו,2016,1
odata_all_cities,נווה זיו,2020,1
odata_all_cities,נווה זיו,2021,5
odata_all_cities,נווה זיו,2023,1
odata_all_cities,נווה ימין,2004,2
odata_all_cities,נווה ימין,2006,5
odata_all_cities,נווה ימין,2007,1
odata_all_cities,נווה ימין,2008,3
odata_all_cities,נווה ימין,2009,4
odata_all_cities,נווה ימין,2010,1
odata_all_cities,נווה ימין,2012,2
odata_all_cities,נווה ימין,2013,1
odata_all_cities,נווה ימין,2015,1
odata_all_cities,נווה ימין,2016,2
odata_all_cities,נווה ימין,2017,3
odata_all_cities,נווה ימין,2018,4
odata_all_cities,נווה ימין,2019,3
odata_all_cities,נווה ימין,2020,1
odata_all_cities,נווה ימין,2021,1
odata_all_cities,נווה ימין,2023,1
odata_all_cities,נווה ירק,2003,1
odata_all_cities,נווה ירק,2006,1
odata_all_cities,נווה ירק,2007,3
odata_all_cities,נווה ירק,2008,1
odata_all_cities,נווה ירק,2009,1
odata_all_cities,נווה ירק,2010,4
odata_all_cities,נווה ירק,2011,3
odata_all_cities,נווה ירק,2012,2
odata_all_cities,נווה ירק,2013,3
odata_all_cities,נווה ירק,2016,3
odata_all_cities,נווה ירק,2017,2
odata_all_cities,נווה ירק,2019,1
odata_all_cities,נווה ירק,2020,3
odata_all_cities,נווה ירק,2021,1
odata_all_cities,נווה ירק,2023,1
odata_all_cities,נווה מבטח,2008,2
odata_all_cities,נווה מבטח,2009,1
odata_all_cities,נווה מבטח,2011,1
odata_all_cities,נווה מבטח,2015,2
odata_all_cities,נווה מבטח,2016,1
odata_all_cities,נווה מבטח,2019,1
odata_all_cities,נוף איילון,2001,1
odata_all_cities,נוף איילון,2005,1
odata_all_cities,נוף איילון,2012,1
odata_all_cities,נוף איילון,2013,3
odata_all_cities,נוף איילון,2014,2
odata_all_cities,נוף איילון,2015,4
odata_all_cities,נוף איילון,2018,6
odata_all_cities,נוף איילון,2019,2
odata_all_cities,נוף איילון,2020,3
odata_all_cities,נוף איילון,2021,5
odata_all_cities,נוף איילון,2022,6
odata_all_cities,נוף איילון,2023,1
odata_all_cities,נוף איילון,2024,1
odata_all_cities,נופית,1998,1
odata_all_cities,נופית,2002,1
odata_all_cities,נופית,2003,2
odata_all_cities,נופית,2005,2
odata_all_cities,נופית,2006,2
odata_all_cities,נופית,2007,6
odata_all_cities,נופית,2008,4
odata_all_cities,נופית,2009,10
odata_all_cities,נופית,2010,10
odata_all_cities,נופית,2011,10
odata_all_cities,נופית,2012,9
odata_all_cities,נופית,2013,12
odata_all_cities,נופית,2014,6
odata_all_cities,נופית,2015,8
odata_all_cities,נופית,2016,2
odata_all_cities,נופית,2017,1
odata_all_cities,נופית,2018,12
odata_all_cities,נופית,2019,12
odata_all_cities,נופית,2020,9
odata_all_cities,נופית,2021,16
odata_all_cities,נופית,2022,13
odata_all_cities,נופית,2023,8
odata_all_cities,נופית,2024,1
odata_all_cities,נורדייה,2000,6
odata_all_cities,נורדייה,2001,1
odata_all_cities,נורדייה,2002,2
odata_all_cities,נורדייה,2003,3
odata_all_cities,נורדייה,2004,3
odata_all_cities,נורדייה,2005,3
odata_all_cities,נורדייה,2006,5
odata_all_cities,נורדייה,2007,4
odata_all_cities,נורדייה,2008,3
odata_all_cities,נורדייה,2009,2
odata_all_cities,נורדייה,2010,1
odata_all_cities,נורדייה,2012,2
odata_all_cities,נורדייה,2013,7
odata_all_cities,נורדייה,2014,6
odata_all_cities,נורדייה,2015,4
odata_all_cities,נורדייה,2016,5
odata_all_cities,נורדייה,2017,2
odata_all_cities,נורדייה,2018,6
odata_all_cities,נורדייה,2019,7
odata_all_cities,נורדייה,2020,2
odata_all_cities,נורדייה,2021,8
odata_all_cities,נורדייה,2022,4
odata_all_cities,נורדייה,2024,2
odata_all_cities,נחלים,2004,1
odata_all_cities,נחלים,2005,1
odata_all_cities,נחלים,2006,1
odata_all_cities,נחלים,2008,1
odata_all_cities,נחלים,2009,6
odata_all_cities,נחלים,2010,44
odata_all_cities,נחלים,2011,9
odata_all_cities,נחלים,2012,42
odata_all_cities,נחלים,2013,63
odata_all_cities,נחלים,2014,30
odata_all_cities,נחלים,2015,4
odata_all_cities,נחלים,2016,4
odata_all_cities,נחלים,2017,2
odata_all_cities,נחלים,2019,2
odata_all_cities,נחלים,2020,2
odata_all_cities,נחלים,2021,3
odata_all_cities,נחלים,2022,2
odata_all_cities,נחלים,2024,3
odata_all_cities,נטע,2022,1
odata_all_cities,נטע,2024,1
odata_all_cities,"ניל""י",2012,1
odata_all_cities,"ניל""י",2014,1
odata_all_cities,ניצן,2018,1
odata_all_cities,ניצן,2020,1
odata_all_cities,ניצן,2021,5
odata_all_cities,ניצן,2022,10
odata_all_cities,ניצן,2023,4
odata_all_cities,ניצן,2024,5
odata_all_cities,ניר גלים,2011,1
odata_all_cities,ניר גלים,2012,1
odata_all_cities,ניר גלים,2013,4
odata_all_cities,ניר גלים,2014,7
odata_all_cities,ניר גלים,2015,3
odata_all_cities,ניר גלים,2016,1
odata_all_cities,ניר גלים,2017,2
odata_all_cities,ניר גלים,2018,1
odata_all_cities,ניר גלים,2019,1
odata_all_cities,ניר גלים,2020,3
odata_all_cities,ניר גלים,2021,5
odata_all_cities,ניר גלים,2022,7
odata_all_cities,ניר גלים,2023,3
odata_all_cities,ניר גלים,2024,1
odata_all_cities,ניר צבי,2005,1
odata_all_cities,ניר צבי,2007,1
odata_all_cities,ניר צבי,2009,3
odata_all_cities,ניר צבי,2014,2
odata_all_cities,ניר צבי,2016,1
odata_all_cities,ניר צבי,2021,4
odata_all_cities,ניר צבי,2022,1
odata_all_cities,ניר צבי,2023,1
odata_all_cities,נירית,1999,2
odata_all_cities,נירית,2001,2
odata_all_cities,נירית,2004,6
odata_all_cities,נירית,2006,4
odata_all_cities,נירית,2007,4
odata_all_cities,נירית,2008,1
odata_all_cities,נירית,2009,2
odata_all_cities,נירית,2010,1
odata_all_cities,נירית,2011,1
odata_all_cities,נירית,2012,2
odata_all_cities,נירית,2014,4
odata_all_cities,נירית,2015,3
odata_all_cities,נירית,2016,3
odata_all_cities,נירית,2017,5
odata_all_cities,נירית,2018,3
odata_all_cities,נירית,2019,4
odata_all_cities,נירית,2020,2
odata_all_cities,נירית,2021,1
odata_all_cities,נירית,2023,3
odata_all_cities,נס הרים,2023,2
odata_all_cities,נס ציונה,1998,63
odata_all_cities,נס ציונה,1999,71
odata_all_cities,נס ציונה,2000,82
odata_all_cities,נס ציונה,2001,150
odata_all_cities,נס ציונה,2002,210
odata_all_cities,נס ציונה,2003,155
odata_all_cities,נס ציונה,2004,180
odata_all_cities,נס ציונה,2005,157
odata_all_cities,נס ציונה,2006,183
odata_all_cities,נס ציונה,2007,452
odata_all_cities,נס ציונה,2008,352
odata_all_cities,נס ציונה,2009,697
odata_all_cities,נס ציונה,2010,657
odata_all_cities,נס ציונה,2011,416
odata_all_cities,נס ציונה,2012,572
odata_all_cities,נס ציונה,2013,746
odata_all_cities,נס ציונה,2014,802
odata_all_cities,נס ציונה,2015,772
odata_all_cities,נס ציונה,2016,590
odata_all_cities,נס ציונה,2017,502
odata_all_cities,נס ציונה,2018,579
odata_all_cities,נס ציונה,2019,639
odata_all_cities,נס ציונה,2020,599
odata_all_cities,נס ציונה,2021,895
odata_all_cities,נס ציונה,2022,716
odata_all_cities,נס ציונה,2023,357
odata_all_cities,נס ציונה,2024,240
odata_all_cities,נעלה,2010,1
odata_all_cities,נעלה,2014,1
odata_all_cities,נעלה,2015,1
odata_all_cities,נעלה,2016,2
odata_all_cities,נעלה,2017,2
odata_all_cities,נעלה,2018,2
odata_all_cities,נעלה,2019,2
odata_all_cities,נעלה,2020,4
odata_all_cities,נעלה,2021,1
odata_all_cities,נעלה,2022,3
odata_all_cities,נצרת,1998,10
odata_all_cities,נצרת,1999,10
odata_all_cities,נצרת,2000,6
odata_all_cities,נצרת,2001,8
odata_all_cities,נצרת,2002,18
odata_all_cities,נצרת,2003,8
odata_all_cities,נצרת,2004,16
odata_all_cities,נצרת,2005,9
odata_all_cities,נצרת,2006,7
odata_all_cities,נצרת,2007,17
odata_all_cities,נצרת,2008,15
odata_all_cities,נצרת,2009,13
odata_all_cities,נצרת,2010,20
odata_all_cities,נצרת,2011,13
odata_all_cities,נצרת,2012,20
odata_all_cities,נצרת,2013,26
odata_all_cities,נצרת,2014,12
odata_all_cities,נצרת,2015,14
odata_all_cities,נצרת,2016,16
odata_all_cities,נצרת,2017,7
odata_all_cities,נצרת,2018,17
odata_all_cities,נצרת,2019,30
odata_all_cities,נצרת,2020,29
odata_all_cities,נצרת,2021,17
odata_all_cities,נצרת,2022,19
odata_all_cities,נצרת,2023,20
odata_all_cities,נצרת,2024,11
odata_all_cities,נשר,1998,51
odata_all_cities,נשר,1999,91
odata_all_cities,נשר,2000,63
odata_all_cities,נשר,2001,63
odata_all_cities,נשר,2002,64
odata_all_cities,נשר,2003,72
odata_all_cities,נשר,2004,91
odata_all_cities,נשר,2005,108
odata_all_cities,נשר,2006,103
odata_all_cities,נשר,2007,134
odata_all_cities,נשר,2008,169
odata_all_cities,נשר,2009,212
odata_all_cities,נשר,2010,195
odata_all_cities,נשר,2011,165
odata_all_cities,נשר,2012,284
odata_all_cities,נשר,2013,258
odata_all_cities,נשר,2014,197
odata_all_cities,נשר,2015,231
odata_all_cities,נשר,2016,211
odata_all_cities,נשר,2017,218
odata_all_cities,נשר,2018,209
odata_all_cities,נשר,2019,235
odata_all_cities,נשר,2020,231
odata_all_cities,נשר,2021,384
odata_all_cities,נשר,2022,381
odata_all_cities,נשר,2023,244
odata_all_cities,נשר,2024,193
odata_all_cities,נתיבות,1998,17
odata_all_cities,נתיבות,1999,30
odata_all_cities,נתיבות,2000,30
odata_all_cities,נתיבות,2001,41
odata_all_cities,נתיבות,2002,34
odata_all_cities,נתיבות,2003,25
odata_all_cities,נתיבות,2004,24
odata_all_cities,נתיבות,2005,32
odata_all_cities,נתיבות,2006,20
odata_all_cities,נתיבות,2007,27
odata_all_cities,נתיבות,2008,41
odata_all_cities,נתיבות,2009,38
odata_all_cities,נתיבות,2010,104
odata_all_cities,נתיבות,2011,118
odata_all_cities,נתיבות,2012,75
odata_all_cities,נתיבות,2013,94
odata_all_cities,נתיבות,2014,143
odata_all_cities,נתיבות,2015,183
odata_all_cities,נתיבות,2016,236
odata_all_cities,נתיבות,2017,272
odata_all_cities,נתיבות,2018,176
odata_all_cities,נתיבות,2019,143
odata_all_cities,נתיבות,2020,149
odata_all_cities,נתיבות,2021,227
odata_all_cities,נתיבות,2022,229
odata_all_cities,נתיבות,2023,141
odata_all_cities,נתיבות,2024,154
odata_all_cities,נתניה,1998,559
odata_all_cities,נתניה,1999,735
odata_all_cities,נתניה,2000,617
odata_all_cities,נתניה,2001,815
odata_all_cities,נתניה,2002,865
odata_all_cities,נתניה,2003,898
odata_all_cities,נתניה,2004,1001
odata_all_cities,נתניה,2005,1208
odata_all_cities,נתניה,2006,1222
odata_all_cities,נתניה,2007,1622
odata_all_cities,נתניה,2008,1431
odata_all_cities,נתניה,2009,1499
odata_all_cities,נתניה,2010,1504
odata_all_cities,נתניה,2011,1341
odata_all_cities,נתניה,2012,1596
odata_all_cities,נתניה,2013,1741
odata_all_cities,נתניה,2014,1677
odata_all_cities,נתניה,2015,1987
odata_all_cities,נתניה,2016,1684
odata_all_cities,נתניה,2017,1333
odata_all_cities,נתניה,2018,1273
odata_all_cities,נתניה,2019,1506
odata_all_cities,נתניה,2020,1494
odata_all_cities,נתניה,2021,2803
odata_all_cities,נתניה,2022,2394
odata_all_cities,נתניה,2023,1281
odata_all_cities,נתניה,2024,878
odata_all_cities,סאג'ור,2004,1
odata_all_cities,סאג'ור,2011,1
odata_all_cities,סאג'ור,2012,3
odata_all_cities,סאג'ור,2017,3
odata_all_cities,סאג'ור,2018,6
odata_all_cities,סאג'ור,2019,2
odata_all_cities,סאג'ור,2020,1
odata_all_cities,סאג'ור,2021,6
odata_all_cities,סאג'ור,2022,7
odata_all_cities,סאג'ור,2023,7
odata_all_cities,סאג'ור,2024,3
odata_all_cities,סביון,1998,10
odata_all_cities,סביון,1999,19
odata_all_cities,סביון,2000,22
odata_all_cities,סביון,2001,10
odata_all_cities,סביון,2002,11
odata_all_cities,סביון,2003,11
odata_all_cities,סביון,2004,19
odata_all_cities,סביון,2005,10
odata_all_cities,סביון,2006,21
odata_all_cities,סביון,2007,10
odata_all_cities,סביון,2008,7
odata_all_cities,סביון,2009,2
odata_all_cities,סביון,2010,1
odata_all_cities,סביון,2011,1
odata_all_cities,סביון,2012,8
odata_all_cities,סביון,2013,13
odata_all_cities,סביון,2014,11
odata_all_cities,סביון,2015,18
odata_all_cities,סביון,2016,18
odata_all_cities,סביון,2017,15
odata_all_cities,סביון,2018,27
odata_all_cities,סביון,2019,26
odata_all_cities,סביון,2020,35
odata_all_cities,סביון,2021,57
odata_all_cities,סביון,2022,31
odata_all_cities,סביון,2023,23
odata_all_cities,סביון,2024,2
odata_all_cities,סגולה,2012,1
odata_all_cities,סגולה,2016,1
odata_all_cities,סגולה,2018,1
odata_all_cities,סגולה,2019,1
odata_all_cities,סגולה,2022,1
odata_all_cities,ספיר,1999,1
odata_all_cities,ספיר,2000,2
odata_all_cities,ספיר,2002,2
odata_all_cities,ספיר,2003,1
odata_all_cities,ספיר,2004,1
odata_all_cities,ספיר,2007,1
odata_all_cities,ספיר,2008,6
odata_all_cities,ספיר,2009,1
odata_all_cities,ספיר,2010,1
odata_all_cities,ספיר,2011,6
odata_all_cities,ספיר,2012,3
odata_all_cities,ספיר,2013,1
odata_all_cities,ספיר,2014,2
odata_all_cities,ספיר,2015,2
odata_all_cities,ספיר,2016,8
odata_all_cities,ספיר,2017,1
odata_all_cities,ספיר,2018,4
odata_all_cities,ספיר,2019,1
odata_all_cities,ספיר,2020,6
odata_all_cities,ספיר,2021,1
odata_all_cities,ספיר,2022,3
odata_all_cities,ספיר,2023,1
odata_all_cities,עדי,2000,2
odata_all_cities,עדי,2002,1
odata_all_cities,עדי,2003,2
odata_all_cities,עדי,2004,2
odata_all_cities,עדי,2006,5
odata_all_cities,עדי,2007,6
odata_all_cities,עדי,2008,7
odata_all_cities,עדי,2009,8
odata_all_cities,עדי,2010,5
odata_all_cities,עדי,2011,3
odata_all_cities,עדי,2012,2
odata_all_cities,עדי,2013,4
odata_all_cities,עדי,2014,1
odata_all_cities,עדי,2015,4
odata_all_cities,עדי,2016,6
odata_all_cities,עדי,2017,3
odata_all_cities,עדי,2018,3
odata_all_cities,עדי,2019,1
odata_all_cities,עדי,2020,4
odata_all_cities,עדי,2021,5
odata_all_cities,עדי,2022,8
odata_all_cities,עדי,2023,1
odata_all_cities,עדי,2024,1
odata_all_cities,עומר,1998,13
odata_all_cities,עומר,1999,20
odata_all_cities,עומר,2000,8
odata_all_cities,עומר,2001,13
odata_all_cities,עומר,2002,13
odata_all_cities,עומר,2003,16
odata_all_cities,עומר,2004,21
odata_all_cities,עומר,2005,10
odata_all_cities,עומר,2006,7
odata_all_cities,עומר,2007,30
odata_all_cities,עומר,2008,25
odata_all_cities,עומר,2009,23
odata_all_cities,עומר,2010,44
odata_all_cities,עומר,2011,32
odata_all_cities,עומר,2012,42
odata_all_cities,עומר,2013,64
odata_all_cities,עומר,2014,45
odata_all_cities,עומר,2015,49
odata_all_cities,עומר,2016,50
odata_all_cities,עומר,2017,48
odata_all_cities,עומר,2018,56
odata_all_cities,עומר,2019,53
odata_all_cities,עומר,2020,44
odata_all_cities,עומר,2021,83
odata_all_cities,עומר,2022,55
odata_all_cities,עומר,2023,33
odata_all_cities,עומר,2024,30
odata_all_cities,עילוט,2000,1
odata_all_cities,עילוט,2003,1
odata_all_cities,עילוט,2009,1
odata_all_cities,עילוט,2011,1
odata_all_cities,עילוט,2012,1
odata_all_cities,עילוט,2014,1
odata_all_cities,עילוט,2015,1
odata_all_cities,עילוט,2016,2
odata_all_cities,עילוט,2017,2
odata_all_cities,עילוט,2018,9
odata_all_cities,עילוט,2019,4
odata_all_cities,עילוט,2020,5
odata_all_cities,עילוט,2021,6
odata_all_cities,עילוט,2022,4
odata_all_cities,עילוט,2023,9
odata_all_cities,עילוט,2024,2
odata_all_cities,עין איילה,2005,1
odata_all_cities,עין ורד,2000,2
odata_all_cities,עין ורד,2004,1
odata_all_cities,עין ורד,2006,1
odata_all_cities,עין ורד,2010,1
odata_all_cities,עין ורד,2011,1
odata_all_cities,עין ורד,2012,2
odata_all_cities,עין ורד,2013,3
odata_all_cities,עין ורד,2014,5
odata_all_cities,עין ורד,2015,2
odata_all_cities,עין ורד,2016,6
odata_all_cities,עין ורד,2017,2
odata_all_cities,עין ורד,2018,1
odata_all_cities,עין ורד,2019,1
odata_all_cities,עין ורד,2020,4
odata_all_cities,עין ורד,2021,8
odata_all_cities,עין ורד,2022,6
odata_all_cities,עין ורד,2023,2
odata_all_cities,עין ורד,2024,2
odata_all_cities,עין יעקב,2006,2
odata_all_cities,עין יעקב,2007,1
odata_all_cities,עין יעקב,2008,3
odata_all_cities,עין יעקב,2009,1
odata_all_cities,עין יעקב,2010,3
odata_all_cities,עין יעקב,2011,4
odata_all_cities,עין יעקב,2012,6
odata_all_cities,עין יעקב,2013,6
odata_all_cities,עין יעקב,2014,2
odata_all_cities,עין יעקב,2015,5
odata_all_cities,עין יעקב,2016,3
odata_all_cities,עין יעקב,2018,4
odata_all_cities,עין יעקב,2019,1
odata_all_cities,עין יעקב,2020,3
odata_all_cities,עין יעקב,2021,7
odata_all_cities,עין צורים,2022,5
odata_all_cities,עין ראפה,2018,1
odata_all_cities,עין ראפה,2021,1
odata_all_cities,עין שריד,2000,1
odata_all_cities,עין שריד,2003,2
odata_all_cities,עין שריד,2006,6
odata_all_cities,עין שריד,2007,2
odata_all_cities,עין שריד,2008,5
odata_all_cities,עין שריד,2009,4
odata_all_cities,עין שריד,2010,5
odata_all_cities,עין שריד,2011,2
odata_all_cities,עין שריד,2012,1
odata_all_cities,עין שריד,2013,4
odata_all_cities,עין שריד,2014,5
odata_all_cities,עין שריד,2015,5
odata_all_cities,עין שריד,2016,5
odata_all_cities,עין שריד,2017,7
odata_all_cities,עין שריד,2018,9
odata_all_cities,עין שריד,2019,7
odata_all_cities,עין שריד,2020,10
odata_all_cities,עין שריד,2021,8
odata_all_cities,עין שריד,2022,6
odata_all_cities,עין שריד,2023,2
odata_all_cities,עין שריד,2024,2
odata_all_cities,עכו,1998,134
odata_all_cities,עכו,1999,212
odata_all_cities,עכו,2000,120
odata_all_cities,עכו,2001,173
odata_all_cities,עכו,2002,130
odata_all_cities,עכו,2003,155
odata_all_cities,עכו,2004,142
odata_all_cities,עכו,2005,143
odata_all_cities,עכו,2006,118
odata_all_cities,עכו,2007,169
odata_all_cities,עכו,2008,220
odata_all_cities,עכו,2009,229
odata_all_cities,עכו,2010,276
odata_all_cities,עכו,2011,263
odata_all_cities,עכו,2012,361
odata_all_cities,עכו,2013,421
odata_all_cities,עכו,2014,382
odata_all_cities,עכו,2015,388
odata_all_cities,עכו,2016,404
odata_all_cities,עכו,2017,401
odata_all_cities,עכו,2018,422
odata_all_cities,עכו,2019,440
odata_all_cities,עכו,2020,440
odata_all_cities,עכו,2021,641
odata_all_cities,עכו,2022,601
odata_all_cities,עכו,2023,454
odata_all_cities,עכו,2024,272
odata_all_cities,עלי,2016,1
odata_all_cities,עלי,2017,4
odata_all_cities,עלי,2018,4
odata_all_cities,עלי,2019,8
odata_all_cities,עלי,2020,1
odata_all_cities,עמנואל,1998,1
odata_all_cities,עמנואל,1999,4
odata_all_cities,עמנואל,2001,1
odata_all_cities,עמנואל,2002,1
